playerID,WinPercent,H_Batting,HR_Batting,RBI_Batting,R_Batting,Doubles_Batting,Triples_Batting,BB_Batting,AB_Batting,PO_Fielding,A_Fielding,E_Fielding,DP_Fielding,SB_Fielding,CS_Fielding,ERA_Pitching,H_Pitching,SV_Pitching,BAOpp_Pitching,H_Battingp,HR_Battingp,RBI_Battingp,R_Battingp,Doubles_Battingp,Triples_Battingp,BB_Battingp,AB_Battingp,PO_Fieldingp,A_Fieldingp,E_Fieldingp,DP_Fieldingp,SB_Fieldingp,CS_Fieldingp,ERA_Pitchingp,H_Pitchingp,SV_Pitchingp,BAOpp_Pitchingp,GP_AllStar,careerAwards,WSWins,class
fultzda01,0.5628,648,3,223,369,84,26,201,2393,1271,224,101,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,224,101,18,0,0,0,0,0,0,0,0,0,0
gatinfr01,0.4514,58,1,26,27,9,2,8,255,95,114,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,114,28,13,0,0,0,0,0,0,0,0,0,0
gilbeha01,0.1691,2,0,0,1,0,0,0,8,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
gilbeja01,0.4725,23,0,4,13,0,0,13,96,31,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,7,0,0,0,0,0,0,0,0,0,0,0
gilbejo01,0.1691,0,0,0,0,0,0,0,8,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0
gilbepe01,0.4125,184,5,105,120,20,9,54,761,296,460,131,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,460,131,46,0,0,0,0,0,0,0,0,0,0
gleasbi01,0.5775,907,7,298,613,111,35,177,3395,926,2361,537,186,0,0,0,0,0,0,19,0,6,11,2,0,5,99,926,2361,537,186,0,0,0,0,0,0,0,0,1,0
hartsto01,0.5483,1336,31,341,826,182,92,837,4848,2115,108,102,21,0,0,0,0,0,0,5,0,0,3,1,0,2,22,2115,108,102,21,0,0,0,0,0,0,0,0,2,0
gladmbu01,0.2028,56,2,15,35,10,6,15,380,123,169,66,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,169,66,14,0,0,0,0,0,0,0,0,0,0
gleasha01,0.5112,206,3,90,88,24,11,48,944,305,480,71,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,480,71,29,0,0,0,0,0,0,0,0,1,0
glenabo01,0.5285,88,4,38,54,13,4,26,311,163,236,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,236,31,24,0,0,0,0,0,0,0,0,0,0
greenbi01,0.4727,490,8,185,381,56,26,201,2170,1456,1629,296,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,1629,296,208,0,0,0,0,0,0,0,0,0,0
greenda01,0.5139,1021,29,423,552,124,65,315,3484,1578,107,105,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,107,105,46,0,0,0,0,0,0,0,0,0,0
gunnito01,0.5569,110,2,46,79,12,4,16,537,761,209,123,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,209,123,21,0,0,0,0,0,0,0,0,0,0
hallru01,0.3252,37,0,10,15,2,1,7,147,54,116,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,116,35,14,0,0,0,0,0,0,0,0,0,0
halpiji01,0.3487,38,0,1,27,5,0,3,230,59,153,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,153,51,7,0,0,0,0,0,0,0,0,0,0
hartmfr01,0.4452,623,10,333,297,77,47,118,2242,748,1238,256,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,1238,256,74,0,0,0,0,0,0,0,0,0,0
